full_date,date_key,day,month,month_name,quarter,year,week
2015-08-04,20150804,4,8,August,3,2015,32
2015-08-05,20150805,5,8,August,3,2015,32
2015-08-06,20150806,6,8,August,3,2015,32
2015-08-07,20150807,7,8,August,3,2015,32
2015-08-08,20150808,8,8,August,3,2015,32
2015-08-09,20150809,9,8,August,3,2015,32
2015-08-10,20150810,10,8,August,3,2015,33
2015-08-11,20150811,11,8,August,3,2015,33
2015-08-12,20150812,12,8,August,3,2015,33
2015-08-13,20150813,13,8,August,3,2015,33
2015-08-14,20150814,14,8,August,3,2015,33
2015-08-15,20150815,15,8,August,3,2015,33
2015-08-16,20150816,16,8,August,3,2015,33
2015-08-17,20150817,17,8,August,3,2015,34
2015-08-18,20150818,18,8,August,3,2015,34
2015-08-19,20150819,19,8,August,3,2015,34
2015-08-20,20150820,20,8,August,3,2015,34
2015-08-21,20150821,21,8,August,3,2015,34
2015-08-22,20150822,22,8,August,3,2015,34
2015-08-23,20150823,23,8,August,3,2015,34
2015-08-24,20150824,24,8,August,3,2015,35
2015-08-25,20150825,25,8,August,3,2015,35
2015-08-26,20150826,26,8,August,3,2015,35
2015-08-27,20150827,27,8,August,3,2015,35
2015-08-28,20150828,28,8,August,3,2015,35
2015-08-29,20150829,29,8,August,3,2015,35
2015-08-30,20150830,30,8,August,3,2015,35
2015-08-31,20150831,31,8,August,3,2015,36
2015-09-01,20150901,1,9,September,3,2015,36
2015-09-02,20150902,2,9,September,3,2015,36
2015-09-03,20150903,3,9,September,3,2015,36
2015-09-04,20150904,4,9,September,3,2015,36
2015-09-05,20150905,5,9,September,3,2015,36
2015-09-06,20150906,6,9,September,3,2015,36
2015-09-07,20150907,7,9,September,3,2015,37
2015-09-08,20150908,8,9,September,3,2015,37
2015-09-09,20150909,9,9,September,3,2015,37
2015-09-10,20150910,10,9,September,3,2015,37
2015-09-11,20150911,11,9,September,3,2015,37
2015-09-12,20150912,12,9,September,3,2015,37
2015-09-13,20150913,13,9,September,3,2015,37
2015-09-14,20150914,14,9,September,3,2015,38
2015-09-15,20150915,15,9,September,3,2015,38
2015-09-16,20150916,16,9,September,3,2015,38
2015-09-17,20150917,17,9,September,3,2015,38
2015-09-18,20150918,18,9,September,3,2015,38
2015-09-19,20150919,19,9,September,3,2015,38
2015-09-20,20150920,20,9,September,3,2015,38
2015-09-21,20150921,21,9,September,3,2015,39
2015-09-22,20150922,22,9,September,3,2015,39
2015-09-23,20150923,23,9,September,3,2015,39
2015-09-24,20150924,24,9,September,3,2015,39
2015-09-25,20150925,25,9,September,3,2015,39
2015-09-26,20150926,26,9,September,3,2015,39
2015-09-27,20150927,27,9,September,3,2015,39
2015-09-28,20150928,28,9,September,3,2015,40
2015-09-29,20150929,29,9,September,3,2015,40
2015-09-30,20150930,30,9,September,3,2015,40
2015-10-01,20151001,1,10,October,4,2015,40
2015-10-02,20151002,2,10,October,4,2015,40
2015-10-03,20151003,3,10,October,4,2015,40
2015-10-04,20151004,4,10,October,4,2015,40
2015-10-05,20151005,5,10,October,4,2015,41
2015-10-06,20151006,6,10,October,4,2015,41
2015-10-07,20151007,7,10,October,4,2015,41
2015-10-08,20151008,8,10,October,4,2015,41
2015-10-09,20151009,9,10,October,4,2015,41
2015-10-10,20151010,10,10,October,4,2015,41
2015-10-11,20151011,11,10,October,4,2015,41
2015-10-12,20151012,12,10,October,4,2015,42
2015-10-13,20151013,13,10,October,4,2015,42
2015-10-14,20151014,14,10,October,4,2015,42
2015-10-15,20151015,15,10,October,4,2015,42
2015-10-16,20151016,16,10,October,4,2015,42
2015-10-17,20151017,17,10,October,4,2015,42
2015-10-18,20151018,18,10,October,4,2015,42
2015-10-19,20151019,19,10,October,4,2015,43
2015-10-20,20151020,20,10,October,4,2015,43
2015-10-21,20151021,21,10,October,4,2015,43
2015-10-22,20151022,22,10,October,4,2015,43
2015-10-23,20151023,23,10,October,4,2015,43
2015-10-24,20151024,24,10,October,4,2015,43
2015-10-25,20151025,25,10,October,4,2015,43
2015-10-26,20151026,26,10,October,4,2015,44
2015-10-27,20151027,27,10,October,4,2015,44
2015-10-28,20151028,28,10,October,4,2015,44
2015-10-29,20151029,29,10,October,4,2015,44
2015-10-30,20151030,30,10,October,4,2015,44
2015-10-31,20151031,31,10,October,4,2015,44
2015-11-01,20151101,1,11,November,4,2015,44
2015-11-02,20151102,2,11,November,4,2015,45
2015-11-03,20151103,3,11,November,4,2015,45
2015-11-04,20151104,4,11,November,4,2015,45
2015-11-05,20151105,5,11,November,4,2015,45
2015-11-06,20151106,6,11,November,4,2015,45
2015-11-07,20151107,7,11,November,4,2015,45
2015-11-08,20151108,8,11,November,4,2015,45
2015-11-09,20151109,9,11,November,4,2015,46
2015-11-10,20151110,10,11,November,4,2015,46
2015-11-11,20151111,11,11,November,4,2015,46
2015-11-12,20151112,12,11,November,4,2015,46
2015-11-13,20151113,13,11,November,4,2015,46
2015-11-14,20151114,14,11,November,4,2015,46
2015-11-15,20151115,15,11,November,4,2015,46
2015-11-16,20151116,16,11,November,4,2015,47
2015-11-17,20151117,17,11,November,4,2015,47
2015-11-18,20151118,18,11,November,4,2015,47
2015-11-19,20151119,19,11,November,4,2015,47
2015-11-20,20151120,20,11,November,4,2015,47
2015-11-21,20151121,21,11,November,4,2015,47
2015-11-22,20151122,22,11,November,4,2015,47
2015-11-23,20151123,23,11,November,4,2015,48
2015-11-24,20151124,24,11,November,4,2015,48
2015-11-25,20151125,25,11,November,4,2015,48
2015-11-26,20151126,26,11,November,4,2015,48
2015-11-27,20151127,27,11,November,4,2015,48
2015-11-28,20151128,28,11,November,4,2015,48
2015-11-29,20151129,29,11,November,4,2015,48
2015-11-30,20151130,30,11,November,4,2015,49
2015-12-01,20151201,1,12,December,4,2015,49
2015-12-02,20151202,2,12,December,4,2015,49
2015-12-03,20151203,3,12,December,4,2015,49
2015-12-04,20151204,4,12,December,4,2015,49
2015-12-05,20151205,5,12,December,4,2015,49
2015-12-06,20151206,6,12,December,4,2015,49
2015-12-07,20151207,7,12,December,4,2015,50
2015-12-08,20151208,8,12,December,4,2015,50
2015-12-09,20151209,9,12,December,4,2015,50
2015-12-10,20151210,10,12,December,4,2015,50
2015-12-11,20151211,11,12,December,4,2015,50
2015-12-12,20151212,12,12,December,4,2015,50
2015-12-13,20151213,13,12,December,4,2015,50
2015-12-14,20151214,14,12,December,4,2015,51
2015-12-15,20151215,15,12,December,4,2015,51
2015-12-16,20151216,16,12,December,4,2015,51
2015-12-17,20151217,17,12,December,4,2015,51
2015-12-18,20151218,18,12,December,4,2015,51
2015-12-19,20151219,19,12,December,4,2015,51
2015-12-20,20151220,20,12,December,4,2015,51
2015-12-21,20151221,21,12,December,4,2015,52
2015-12-22,20151222,22,12,December,4,2015,52
2015-12-23,20151223,23,12,December,4,2015,52
2015-12-24,20151224,24,12,December,4,2015,52
2015-12-25,20151225,25,12,December,4,2015,52
2015-12-26,20151226,26,12,December,4,2015,52
2015-12-27,20151227,27,12,December,4,2015,52
2015-12-28,20151228,28,12,December,4,2015,53
2015-12-29,20151229,29,12,December,4,2015,53
2015-12-30,20151230,30,12,December,4,2015,53
2015-12-31,20151231,31,12,December,4,2015,53
2016-01-01,20160101,1,1,January,1,2016,53
2016-01-02,20160102,2,1,January,1,2016,53
2016-01-03,20160103,3,1,January,1,2016,53
2016-01-04,20160104,4,1,January,1,2016,1
2016-01-05,20160105,5,1,January,1,2016,1
2016-01-06,20160106,6,1,January,1,2016,1
2016-01-07,20160107,7,1,January,1,2016,1
2016-01-08,20160108,8,1,January,1,2016,1
2016-01-09,20160109,9,1,January,1,2016,1
2016-01-10,20160110,10,1,January,1,2016,1
2016-01-11,20160111,11,1,January,1,2016,2
2016-01-12,20160112,12,1,January,1,2016,2
2016-01-13,20160113,13,1,January,1,2016,2
2016-01-14,20160114,14,1,January,1,2016,2
2016-01-15,20160115,15,1,January,1,2016,2
2016-01-16,20160116,16,1,January,1,2016,2
2016-01-17,20160117,17,1,January,1,2016,2
2016-01-18,20160118,18,1,January,1,2016,3
2016-01-19,20160119,19,1,January,1,2016,3
2016-01-20,20160120,20,1,January,1,2016,3
2016-01-21,20160121,21,1,January,1,2016,3
2016-01-22,20160122,22,1,January,1,2016,3
2016-01-23,20160123,23,1,January,1,2016,3
2016-01-24,20160124,24,1,January,1,2016,3
2016-01-25,20160125,25,1,January,1,2016,4
2016-01-26,20160126,26,1,January,1,2016,4
2016-01-27,20160127,27,1,January,1,2016,4
2016-01-28,20160128,28,1,January,1,2016,4
2016-01-29,20160129,29,1,January,1,2016,4
2016-01-30,20160130,30,1,January,1,2016,4
2016-01-31,20160131,31,1,January,1,2016,4
2016-02-01,20160201,1,2,February,1,2016,5
2016-02-02,20160202,2,2,February,1,2016,5
2016-02-03,20160203,3,2,February,1,2016,5
2016-02-04,20160204,4,2,February,1,2016,5
2016-02-05,20160205,5,2,February,1,2016,5
2016-02-06,20160206,6,2,February,1,2016,5
2016-02-07,20160207,7,2,February,1,2016,5
2016-02-08,20160208,8,2,February,1,2016,6
2016-02-09,20160209,9,2,February,1,2016,6
2016-02-10,20160210,10,2,February,1,2016,6
2016-02-11,20160211,11,2,February,1,2016,6
2016-02-12,20160212,12,2,February,1,2016,6
2016-02-13,20160213,13,2,February,1,2016,6
2016-02-14,20160214,14,2,February,1,2016,6
2016-02-15,20160215,15,2,February,1,2016,7
2016-02-16,20160216,16,2,February,1,2016,7
2016-02-17,20160217,17,2,February,1,2016,7
2016-02-18,20160218,18,2,February,1,2016,7
2016-02-19,20160219,19,2,February,1,2016,7
2016-02-20,20160220,20,2,February,1,2016,7
2016-02-21,20160221,21,2,February,1,2016,7
2016-02-22,20160222,22,2,February,1,2016,8
2016-02-23,20160223,23,2,February,1,2016,8
2016-02-24,20160224,24,2,February,1,2016,8
2016-02-25,20160225,25,2,February,1,2016,8
2016-02-26,20160226,26,2,February,1,2016,8
2016-02-27,20160227,27,2,February,1,2016,8
2016-02-28,20160228,28,2,February,1,2016,8
2016-02-29,20160229,29,2,February,1,2016,9
2016-03-01,20160301,1,3,March,1,2016,9
2016-03-02,20160302,2,3,March,1,2016,9
2016-03-03,20160303,3,3,March,1,2016,9
2016-03-04,20160304,4,3,March,1,2016,9
2016-03-05,20160305,5,3,March,1,2016,9
2016-03-06,20160306,6,3,March,1,2016,9
2016-03-07,20160307,7,3,March,1,2016,10
2016-03-08,20160308,8,3,March,1,2016,10
2016-03-09,20160309,9,3,March,1,2016,10
2016-03-10,20160310,10,3,March,1,2016,10
2016-03-11,20160311,11,3,March,1,2016,10
2016-03-12,20160312,12,3,March,1,2016,10
2016-03-13,20160313,13,3,March,1,2016,10
2016-03-14,20160314,14,3,March,1,2016,11
2016-03-15,20160315,15,3,March,1,2016,11
2016-03-16,20160316,16,3,March,1,2016,11
2016-03-17,20160317,17,3,March,1,2016,11
2016-03-18,20160318,18,3,March,1,2016,11
2016-03-19,20160319,19,3,March,1,2016,11
2016-03-20,20160320,20,3,March,1,2016,11
2016-03-21,20160321,21,3,March,1,2016,12
2016-03-22,20160322,22,3,March,1,2016,12
2016-03-23,20160323,23,3,March,1,2016,12
2016-03-24,20160324,24,3,March,1,2016,12
2016-03-25,20160325,25,3,March,1,2016,12
2016-03-26,20160326,26,3,March,1,2016,12
2016-03-27,20160327,27,3,March,1,2016,12
2016-03-28,20160328,28,3,March,1,2016,13
2016-03-29,20160329,29,3,March,1,2016,13
2016-03-30,20160330,30,3,March,1,2016,13
2016-03-31,20160331,31,3,March,1,2016,13
2016-04-01,20160401,1,4,April,2,2016,13
2016-04-02,20160402,2,4,April,2,2016,13
2016-04-03,20160403,3,4,April,2,2016,13
2016-04-04,20160404,4,4,April,2,2016,14
2016-04-05,20160405,5,4,April,2,2016,14
2016-04-06,20160406,6,4,April,2,2016,14
2016-04-07,20160407,7,4,April,2,2016,14
2016-04-08,20160408,8,4,April,2,2016,14
2016-04-09,20160409,9,4,April,2,2016,14
2016-04-10,20160410,10,4,April,2,2016,14
2016-04-11,20160411,11,4,April,2,2016,15
2016-04-12,20160412,12,4,April,2,2016,15
2016-04-13,20160413,13,4,April,2,2016,15
2016-04-14,20160414,14,4,April,2,2016,15
2016-04-15,20160415,15,4,April,2,2016,15
2016-04-16,20160416,16,4,April,2,2016,15
2016-04-17,20160417,17,4,April,2,2016,15
2016-04-18,20160418,18,4,April,2,2016,16
2016-04-19,20160419,19,4,April,2,2016,16
2016-04-20,20160420,20,4,April,2,2016,16
2016-04-21,20160421,21,4,April,2,2016,16
2016-04-22,20160422,22,4,April,2,2016,16
2016-04-23,20160423,23,4,April,2,2016,16
2016-04-24,20160424,24,4,April,2,2016,16
2016-04-25,20160425,25,4,April,2,2016,17
2016-04-26,20160426,26,4,April,2,2016,17
2016-04-27,20160427,27,4,April,2,2016,17
2016-04-28,20160428,28,4,April,2,2016,17
2016-04-29,20160429,29,4,April,2,2016,17
2016-04-30,20160430,30,4,April,2,2016,17
2016-05-01,20160501,1,5,May,2,2016,17
2016-05-02,20160502,2,5,May,2,2016,18
2016-05-03,20160503,3,5,May,2,2016,18
2016-05-04,20160504,4,5,May,2,2016,18
2016-05-05,20160505,5,5,May,2,2016,18
2016-05-06,20160506,6,5,May,2,2016,18
2016-05-07,20160507,7,5,May,2,2016,18
2016-05-08,20160508,8,5,May,2,2016,18
2016-05-09,20160509,9,5,May,2,2016,19
2016-05-10,20160510,10,5,May,2,2016,19
2016-05-11,20160511,11,5,May,2,2016,19
2016-05-12,20160512,12,5,May,2,2016,19
2016-05-13,20160513,13,5,May,2,2016,19
2016-05-14,20160514,14,5,May,2,2016,19
2016-05-15,20160515,15,5,May,2,2016,19
2016-05-16,20160516,16,5,May,2,2016,20
2016-05-17,20160517,17,5,May,2,2016,20
2016-05-18,20160518,18,5,May,2,2016,20
2016-05-19,20160519,19,5,May,2,2016,20
2016-05-20,20160520,20,5,May,2,2016,20
2016-05-21,20160521,21,5,May,2,2016,20
2016-05-22,20160522,22,5,May,2,2016,20
2016-05-23,20160523,23,5,May,2,2016,21
2016-05-24,20160524,24,5,May,2,2016,21
2016-05-25,20160525,25,5,May,2,2016,21
2016-05-26,20160526,26,5,May,2,2016,21
2016-05-27,20160527,27,5,May,2,2016,21
2016-05-28,20160528,28,5,May,2,2016,21
2016-05-29,20160529,29,5,May,2,2016,21
2016-05-30,20160530,30,5,May,2,2016,22
2016-05-31,20160531,31,5,May,2,2016,22
2016-06-01,20160601,1,6,June,2,2016,22
2016-06-02,20160602,2,6,June,2,2016,22
2016-06-03,20160603,3,6,June,2,2016,22
2016-06-04,20160604,4,6,June,2,2016,22
2016-06-05,20160605,5,6,June,2,2016,22
2016-06-06,20160606,6,6,June,2,2016,23
2016-06-07,20160607,7,6,June,2,2016,23
2016-06-08,20160608,8,6,June,2,2016,23
2016-06-09,20160609,9,6,June,2,2016,23
2016-06-10,20160610,10,6,June,2,2016,23
2016-06-11,20160611,11,6,June,2,2016,23
2016-06-12,20160612,12,6,June,2,2016,23
2016-06-13,20160613,13,6,June,2,2016,24
2016-06-14,20160614,14,6,June,2,2016,24
2016-06-15,20160615,15,6,June,2,2016,24
2016-06-16,20160616,16,6,June,2,2016,24
2016-06-17,20160617,17,6,June,2,2016,24
2016-06-18,20160618,18,6,June,2,2016,24
2016-06-19,20160619,19,6,June,2,2016,24
2016-06-20,20160620,20,6,June,2,2016,25
2016-06-21,20160621,21,6,June,2,2016,25
2016-06-22,20160622,22,6,June,2,2016,25
2016-06-23,20160623,23,6,June,2,2016,25
2016-06-24,20160624,24,6,June,2,2016,25
2016-06-25,20160625,25,6,June,2,2016,25
2016-06-26,20160626,26,6,June,2,2016,25
2016-06-27,20160627,27,6,June,2,2016,26
2016-06-28,20160628,28,6,June,2,2016,26
2016-06-29,20160629,29,6,June,2,2016,26
2016-06-30,20160630,30,6,June,2,2016,26
2016-07-01,20160701,1,7,July,3,2016,26
2016-07-02,20160702,2,7,July,3,2016,26
2016-07-03,20160703,3,7,July,3,2016,26
2016-07-04,20160704,4,7,July,3,2016,27
2016-07-05,20160705,5,7,July,3,2016,27
2016-07-06,20160706,6,7,July,3,2016,27
2016-07-07,20160707,7,7,July,3,2016,27
2016-07-08,20160708,8,7,July,3,2016,27
2016-07-09,20160709,9,7,July,3,2016,27
2016-07-10,20160710,10,7,July,3,2016,27
2016-07-11,20160711,11,7,July,3,2016,28
2016-07-12,20160712,12,7,July,3,2016,28
2016-07-13,20160713,13,7,July,3,2016,28
2016-07-14,20160714,14,7,July,3,2016,28
2016-07-15,20160715,15,7,July,3,2016,28
2016-07-16,20160716,16,7,July,3,2016,28
2016-07-17,20160717,17,7,July,3,2016,28
2016-07-18,20160718,18,7,July,3,2016,29
2016-07-19,20160719,19,7,July,3,2016,29
2016-07-20,20160720,20,7,July,3,2016,29
2016-07-21,20160721,21,7,July,3,2016,29
2016-07-22,20160722,22,7,July,3,2016,29
2016-07-23,20160723,23,7,July,3,2016,29
2016-07-24,20160724,24,7,July,3,2016,29
2016-07-25,20160725,25,7,July,3,2016,30
2016-07-26,20160726,26,7,July,3,2016,30
2016-07-27,20160727,27,7,July,3,2016,30
2016-07-28,20160728,28,7,July,3,2016,30
2016-07-29,20160729,29,7,July,3,2016,30
2016-07-30,20160730,30,7,July,3,2016,30
2016-07-31,20160731,31,7,July,3,2016,30
2016-08-01,20160801,1,8,August,3,2016,31
2016-08-02,20160802,2,8,August,3,2016,31
2016-08-03,20160803,3,8,August,3,2016,31
2016-08-04,20160804,4,8,August,3,2016,31
2016-08-05,20160805,5,8,August,3,2016,31
2016-08-06,20160806,6,8,August,3,2016,31
2016-08-07,20160807,7,8,August,3,2016,31
2016-08-08,20160808,8,8,August,3,2016,32
2016-08-09,20160809,9,8,August,3,2016,32
2016-08-10,20160810,10,8,August,3,2016,32
2016-08-11,20160811,11,8,August,3,2016,32
2016-08-12,20160812,12,8,August,3,2016,32
2016-08-13,20160813,13,8,August,3,2016,32
2016-08-14,20160814,14,8,August,3,2016,32
2016-08-15,20160815,15,8,August,3,2016,33
2016-08-16,20160816,16,8,August,3,2016,33
2016-08-17,20160817,17,8,August,3,2016,33
2016-08-18,20160818,18,8,August,3,2016,33
2016-08-19,20160819,19,8,August,3,2016,33
2016-08-20,20160820,20,8,August,3,2016,33
2016-08-21,20160821,21,8,August,3,2016,33
2016-08-22,20160822,22,8,August,3,2016,34
2016-08-23,20160823,23,8,August,3,2016,34
2016-08-24,20160824,24,8,August,3,2016,34
2016-08-25,20160825,25,8,August,3,2016,34
2016-08-26,20160826,26,8,August,3,2016,34
2016-08-27,20160827,27,8,August,3,2016,34
2016-08-28,20160828,28,8,August,3,2016,34
2016-08-29,20160829,29,8,August,3,2016,35
2016-08-30,20160830,30,8,August,3,2016,35
2016-08-31,20160831,31,8,August,3,2016,35
2016-09-01,20160901,1,9,September,3,2016,35
2016-09-02,20160902,2,9,September,3,2016,35
2016-09-03,20160903,3,9,September,3,2016,35
2016-09-04,20160904,4,9,September,3,2016,35
2016-09-05,20160905,5,9,September,3,2016,36
2016-09-06,20160906,6,9,September,3,2016,36
2016-09-07,20160907,7,9,September,3,2016,36
2016-09-08,20160908,8,9,September,3,2016,36
2016-09-09,20160909,9,9,September,3,2016,36
2016-09-10,20160910,10,9,September,3,2016,36
2016-09-11,20160911,11,9,September,3,2016,36
2016-09-12,20160912,12,9,September,3,2016,37
2016-09-13,20160913,13,9,September,3,2016,37
2016-09-14,20160914,14,9,September,3,2016,37
2016-09-15,20160915,15,9,September,3,2016,37
2016-09-16,20160916,16,9,September,3,2016,37
2016-09-17,20160917,17,9,September,3,2016,37
2016-09-18,20160918,18,9,September,3,2016,37
2016-09-19,20160919,19,9,September,3,2016,38
2016-09-20,20160920,20,9,September,3,2016,38
2016-09-21,20160921,21,9,September,3,2016,38
2016-09-22,20160922,22,9,September,3,2016,38
2016-09-23,20160923,23,9,September,3,2016,38
2016-09-24,20160924,24,9,September,3,2016,38
2016-09-25,20160925,25,9,September,3,2016,38
2016-09-26,20160926,26,9,September,3,2016,39
2016-09-27,20160927,27,9,September,3,2016,39
2016-09-28,20160928,28,9,September,3,2016,39
2016-09-29,20160929,29,9,September,3,2016,39
2016-09-30,20160930,30,9,September,3,2016,39
2016-10-01,20161001,1,10,October,4,2016,39
2016-10-02,20161002,2,10,October,4,2016,39
2016-10-03,20161003,3,10,October,4,2016,40
2016-10-04,20161004,4,10,October,4,2016,40
2016-10-05,20161005,5,10,October,4,2016,40
2016-10-06,20161006,6,10,October,4,2016,40
2016-10-07,20161007,7,10,October,4,2016,40
2016-10-08,20161008,8,10,October,4,2016,40
2016-10-09,20161009,9,10,October,4,2016,40
2016-10-10,20161010,10,10,October,4,2016,41
2016-10-11,20161011,11,10,October,4,2016,41
2016-10-12,20161012,12,10,October,4,2016,41
2016-10-13,20161013,13,10,October,4,2016,41
2016-10-14,20161014,14,10,October,4,2016,41
2016-10-15,20161015,15,10,October,4,2016,41
2016-10-16,20161016,16,10,October,4,2016,41
2016-10-17,20161017,17,10,October,4,2016,42
2016-10-18,20161018,18,10,October,4,2016,42
2016-10-19,20161019,19,10,October,4,2016,42
2016-10-20,20161020,20,10,October,4,2016,42
2016-10-21,20161021,21,10,October,4,2016,42
2016-10-22,20161022,22,10,October,4,2016,42
2016-10-23,20161023,23,10,October,4,2016,42
2016-10-24,20161024,24,10,October,4,2016,43
2016-10-25,20161025,25,10,October,4,2016,43
2016-10-26,20161026,26,10,October,4,2016,43
2016-10-27,20161027,27,10,October,4,2016,43
2016-10-28,20161028,28,10,October,4,2016,43
2016-10-29,20161029,29,10,October,4,2016,43
2016-10-30,20161030,30,10,October,4,2016,43
2016-10-31,20161031,31,10,October,4,2016,44
2016-11-01,20161101,1,11,November,4,2016,44
2016-11-02,20161102,2,11,November,4,2016,44
2016-11-03,20161103,3,11,November,4,2016,44
2016-11-04,20161104,4,11,November,4,2016,44
2016-11-05,20161105,5,11,November,4,2016,44
2016-11-06,20161106,6,11,November,4,2016,44
2016-11-07,20161107,7,11,November,4,2016,45
2016-11-08,20161108,8,11,November,4,2016,45
2016-11-09,20161109,9,11,November,4,2016,45
2016-11-10,20161110,10,11,November,4,2016,45
2016-11-11,20161111,11,11,November,4,2016,45
2016-11-12,20161112,12,11,November,4,2016,45
2016-11-13,20161113,13,11,November,4,2016,45
2016-11-14,20161114,14,11,November,4,2016,46
2016-11-15,20161115,15,11,November,4,2016,46
2016-11-16,20161116,16,11,November,4,2016,46
2016-11-17,20161117,17,11,November,4,2016,46
2016-11-18,20161118,18,11,November,4,2016,46
2016-11-19,20161119,19,11,November,4,2016,46
2016-11-20,20161120,20,11,November,4,2016,46
2016-11-21,20161121,21,11,November,4,2016,47
2016-11-22,20161122,22,11,November,4,2016,47
2016-11-23,20161123,23,11,November,4,2016,47
2016-11-24,20161124,24,11,November,4,2016,47
2016-11-25,20161125,25,11,November,4,2016,47
2016-11-26,20161126,26,11,November,4,2016,47
2016-11-27,20161127,27,11,November,4,2016,47
2016-11-28,20161128,28,11,November,4,2016,48
2016-11-29,20161129,29,11,November,4,2016,48
2016-11-30,20161130,30,11,November,4,2016,48
2016-12-01,20161201,1,12,December,4,2016,48
2016-12-02,20161202,2,12,December,4,2016,48
2016-12-03,20161203,3,12,December,4,2016,48
2016-12-04,20161204,4,12,December,4,2016,48
2016-12-05,20161205,5,12,December,4,2016,49
2016-12-06,20161206,6,12,December,4,2016,49
2016-12-07,20161207,7,12,December,4,2016,49
2016-12-08,20161208,8,12,December,4,2016,49
2016-12-09,20161209,9,12,December,4,2016,49
2016-12-10,20161210,10,12,December,4,2016,49
2016-12-11,20161211,11,12,December,4,2016,49
2016-12-12,20161212,12,12,December,4,2016,50
2016-12-13,20161213,13,12,December,4,2016,50
2016-12-14,20161214,14,12,December,4,2016,50
2016-12-15,20161215,15,12,December,4,2016,50
2016-12-16,20161216,16,12,December,4,2016,50
2016-12-17,20161217,17,12,December,4,2016,50
2016-12-18,20161218,18,12,December,4,2016,50
2016-12-19,20161219,19,12,December,4,2016,51
2016-12-20,20161220,20,12,December,4,2016,51
2016-12-21,20161221,21,12,December,4,2016,51
2016-12-22,20161222,22,12,December,4,2016,51
2016-12-23,20161223,23,12,December,4,2016,51
2016-12-24,20161224,24,12,December,4,2016,51
2016-12-25,20161225,25,12,December,4,2016,51
2016-12-26,20161226,26,12,December,4,2016,52
2016-12-27,20161227,27,12,December,4,2016,52
2016-12-28,20161228,28,12,December,4,2016,52
2016-12-29,20161229,29,12,December,4,2016,52
2016-12-30,20161230,30,12,December,4,2016,52
2016-12-31,20161231,31,12,December,4,2016,52
2017-01-01,20170101,1,1,January,1,2017,52
2017-01-02,20170102,2,1,January,1,2017,1
2017-01-03,20170103,3,1,January,1,2017,1
2017-01-04,20170104,4,1,January,1,2017,1
2017-01-05,20170105,5,1,January,1,2017,1
2017-01-06,20170106,6,1,January,1,2017,1
2017-01-07,20170107,7,1,January,1,2017,1
2017-01-08,20170108,8,1,January,1,2017,1
2017-01-09,20170109,9,1,January,1,2017,2
2017-01-10,20170110,10,1,January,1,2017,2
2017-01-11,20170111,11,1,January,1,2017,2
2017-01-12,20170112,12,1,January,1,2017,2
2017-01-13,20170113,13,1,January,1,2017,2
2017-01-14,20170114,14,1,January,1,2017,2
2017-01-15,20170115,15,1,January,1,2017,2
2017-01-16,20170116,16,1,January,1,2017,3
2017-01-17,20170117,17,1,January,1,2017,3
2017-01-18,20170118,18,1,January,1,2017,3
2017-01-19,20170119,19,1,January,1,2017,3
2017-01-20,20170120,20,1,January,1,2017,3
2017-01-21,20170121,21,1,January,1,2017,3
2017-01-22,20170122,22,1,January,1,2017,3
2017-01-23,20170123,23,1,January,1,2017,4
2017-01-24,20170124,24,1,January,1,2017,4
2017-01-25,20170125,25,1,January,1,2017,4
2017-01-26,20170126,26,1,January,1,2017,4
2017-01-27,20170127,27,1,January,1,2017,4
2017-01-28,20170128,28,1,January,1,2017,4
2017-01-29,20170129,29,1,January,1,2017,4
2017-01-30,20170130,30,1,January,1,2017,5
2017-01-31,20170131,31,1,January,1,2017,5
2017-02-01,20170201,1,2,February,1,2017,5
2017-02-02,20170202,2,2,February,1,2017,5
2017-02-03,20170203,3,2,February,1,2017,5
2017-02-04,20170204,4,2,February,1,2017,5
2017-02-05,20170205,5,2,February,1,2017,5
2017-02-06,20170206,6,2,February,1,2017,6
2017-02-07,20170207,7,2,February,1,2017,6
2017-02-08,20170208,8,2,February,1,2017,6
2017-02-09,20170209,9,2,February,1,2017,6
2017-02-10,20170210,10,2,February,1,2017,6
2017-02-11,20170211,11,2,February,1,2017,6
2017-02-12,20170212,12,2,February,1,2017,6
2017-02-13,20170213,13,2,February,1,2017,7
2017-02-14,20170214,14,2,February,1,2017,7
2017-02-15,20170215,15,2,February,1,2017,7
2017-02-16,20170216,16,2,February,1,2017,7
2017-02-17,20170217,17,2,February,1,2017,7
2017-02-18,20170218,18,2,February,1,2017,7
2017-02-19,20170219,19,2,February,1,2017,7
2017-02-20,20170220,20,2,February,1,2017,8
2017-02-21,20170221,21,2,February,1,2017,8
2017-02-22,20170222,22,2,February,1,2017,8
2017-02-23,20170223,23,2,February,1,2017,8
2017-02-24,20170224,24,2,February,1,2017,8
2017-02-25,20170225,25,2,February,1,2017,8
2017-02-26,20170226,26,2,February,1,2017,8
2017-02-27,20170227,27,2,February,1,2017,9
2017-02-28,20170228,28,2,February,1,2017,9
2017-03-01,20170301,1,3,March,1,2017,9
2017-03-02,20170302,2,3,March,1,2017,9
2017-03-03,20170303,3,3,March,1,2017,9
2017-03-04,20170304,4,3,March,1,2017,9
2017-03-05,20170305,5,3,March,1,2017,9
2017-03-06,20170306,6,3,March,1,2017,10
2017-03-07,20170307,7,3,March,1,2017,10
